ZIP,LAT,LON,POP_TOT
28146,35.621,-80.414,24972.0
85613,31.517,-110.354,8339.0
32819,28.456,-81.468,23913.0
32778,28.781,-81.735,14216.0
50801,41.094,-94.405,9115.0
63376,38.796,-90.616,68970.0
37331,35.324,-84.529,7959.0
62557,39.394,-89.11,7701.0
55355,45.099,-94.535,9613.0
95125,37.295,-121.895,46184.0
11950,40.809,-72.847,14583.0
37043,36.491,-87.241,31558.0
37027,36.005,-86.782,35747.0
97527,42.37,-123.439,29117.0
60514,41.779,-87.958,17313.0
78239,29.516,-98.362,24868.0
39204,32.276,-90.234,19806.0
64030,38.881,-94.523,24874.0
94618,37.846,-122.235,15420.0
27522,36.117,-78.677,8733.0
94027,37.455,-122.203,6857.0
95841,38.66,-121.346,20975.0
14608,43.155,-77.624,12362.0
55423,44.877,-93.281,34594.0
77531,29.055,-95.377,14570.0
94124,37.732,-122.385,33170.0
90813,33.781,-118.199,63129.0
42602,36.729,-85.153,9360.0
53115,42.657,-88.668,15205.0
49046,42.513,-85.401,7421.0
54302,44.507,-87.974,30295.0
15085,40.385,-79.722,8084.0
44138,41.374,-81.924,18046.0
76179,32.914,-97.434,20644.0
76543,31.125,-97.667,29087.0
30114,34.257,-84.51,22323.0
38652,34.483,-88.997,15654.0
74960,35.81,-94.65,12489.0
49770,45.345,-84.882,15527.0
78207,29.422,-98.525,56348.0
98801,47.413,-120.342,36551.0
44041,41.777,-80.95,15756.0
77099,29.671,-95.586,43116.0
11211,40.714,-73.953,85089.0
55792,47.588,-92.452,10904.0
15851,41.103,-78.91,6559.0
20016,38.937,-77.091,31374.0
28804,35.648,-82.564,19307.0
93555,35.604,-117.678,29762.0
21085,39.446,-76.357,14730.0
14456,42.846,-77.006,20216.0
29720,34.745,-80.743,44070.0
20816,38.957,-77.118,15231.0
89509,39.488,-119.836,41325.0
37841,36.508,-84.529,8683.0
66210,38.926,-94.706,17900.0
30024,34.062,-84.086,35241.0
51105,42.512,-96.352,11947.0
17057,40.199,-76.72,21556.0
29526,33.869,-78.972,30392.0
20640,38.525,-77.214,8273.0
92104,32.741,-117.127,47688.0
34142,26.287,-81.28,23853.0
11363,40.773,-73.746,6917.0
93725,36.624,-119.741,20998.0
64132,38.986,-94.545,15956.0
33326,26.112,-80.375,29956.0
94089,37.422,-122.01,16970.0
67203,37.701,-97.366,31020.0
32811,28.522,-81.447,33391.0
17112,40.368,-76.788,30337.0
49093,41.973,-85.65,17920.0
37216,36.217,-86.727,19132.0
94561,37.999,-121.686,27599.0
60002,42.469,-88.08,19442.0
78757,30.352,-97.733,21415.0
34652,28.237,-82.734,24827.0
60060,42.27,-88.039,37027.0
33313,26.149,-80.222,56847.0
97305,45.018,-122.928,34677.0
80220,39.743,-104.904,36363.0
34613,28.622,-82.606,13767.0
94044,37.574,-122.455,38869.0
53149,42.88,-88.338,16715.0
21157,39.549,-76.984,34512.0
43410,41.312,-82.958,9994.0
36109,32.389,-86.242,24993.0
76528,31.436,-97.763,22864.0
44134,41.38,-81.701,40396.0
78040,27.514,-99.502,43215.0
29223,34.089,-80.92,44050.0
27104,36.096,-80.321,26855.0
65712,37.112,-93.807,7114.0
73089,35.269,-97.799,8278.0
26330,39.297,-80.225,12537.0
68333,40.618,-96.95,7494.0
27701,35.999,-78.899,25096.0
88061,32.673,-108.466,20367.0
64134,38.931,-94.487,23471.0
92103,32.747,-117.167,30186.0
60607,41.875,-87.651,15552.0
90029,34.09,-118.295,41697.0
32217,30.24,-81.618,20224.0
48104,42.262,-83.717,42557.0
26501,39.629,-80.042,18983.0
95050,37.351,-121.952,36335.0
92084,33.228,-117.2,44677.0
34237,27.34,-82.512,16890.0
81006,38.284,-104.42,11933.0
47960,40.788,-86.752,15417.0
34695,28.01,-82.699,18156.0
55804,46.933,-91.927,14263.0
92691,33.612,-117.666,46370.0
81501,39.072,-108.542,20743.0
55435,44.874,-93.335,11268.0
25880,37.88,-81.199,7458.0
77064,29.924,-95.537,35966.0
40222,38.268,-85.616,20860.0
34446,28.745,-82.512,12542.0
75240,32.938,-96.79,50003.0
41001,38.913,-84.393,16541.0
47394,40.168,-84.987,8744.0
78251,29.462,-98.677,26070.0
24450,37.792,-79.522,15511.0
94589,38.161,-122.272,42198.0
78264,29.209,-98.512,7513.0
94610,37.809,-122.239,29963.0
28472,34.299,-78.69,18960.0
77031,29.652,-95.546,17004.0
39530,30.395,-88.881,17214.0
98367,47.457,-122.703,24502.0
13357,42.971,-75.081,11555.0
80916,38.807,-104.708,33812.0
32643,29.818,-82.636,9059.0
30033,33.814,-84.284,27046.0
42262,36.692,-87.472,7796.0
17872,40.766,-76.62,10006.0
27616,35.867,-78.539,21974.0
34984,27.27,-80.345,9766.0
32304,30.454,-84.353,38765.0
44606,40.731,-81.794,7607.0
32433,30.794,-86.16,19313.0
19014,39.866,-75.437,21019.0
80246,39.705,-104.931,13254.0
75204,32.802,-96.789,20740.0
47201,39.174,-85.991,37915.0
33487,26.413,-80.095,16206.0
11238,40.678,-73.964,48965.0
62012,39.047,-90.144,6563.0
43081,40.111,-82.895,51061.0
20603,38.625,-76.979,20750.0
91214,34.24,-118.245,29101.0
14201,42.896,-78.886,13609.0
23139,37.546,-77.937,21008.0
43212,39.987,-83.043,17835.0
78733,30.324,-97.895,8716.0
80817,38.625,-104.686,16113.0
29803,33.468,-81.707,30292.0
27253,35.966,-79.347,25198.0
78589,26.174,-98.153,28954.0
36207,33.68,-85.709,17616.0
93442,35.37,-120.764,10891.0
70041,29.349,-89.442,6383.0
70346,30.101,-91.064,10809.0
43130,39.7,-82.609,55707.0
44089,41.376,-82.372,16166.0
36105,32.21,-86.286,14710.0
35404,33.217,-87.484,19085.0
66102,39.113,-94.689,28819.0
91205,34.137,-118.246,41381.0
45241,39.276,-84.397,24555.0
84041,41.004,-112.011,37134.0
43964,40.481,-80.662,10242.0
78957,30.016,-97.193,8451.0
94306,37.416,-122.131,24484.0
22572,37.965,-76.771,7275.0
35206,33.57,-86.717,21803.0
14870,42.182,-77.125,9347.0
98499,47.169,-122.503,28959.0
19036,39.904,-75.293,13735.0
72103,34.59,-92.39,11489.0
36264,33.597,-85.55,8665.0
14605,43.168,-77.602,14418.0
10805,40.898,-73.779,17957.0
32503,30.46,-87.214,33097.0
33169,25.943,-80.215,36115.0
16403,41.792,-80.023,6460.0
32132,28.979,-80.923,7169.0
31525,31.303,-81.52,21516.0
42437,37.649,-87.915,8571.0
94611,37.828,-122.216,36508.0
28754,35.873,-82.512,7367.0
76273,33.744,-96.936,8574.0
52057,42.492,-91.464,8176.0
40211,38.236,-85.824,23553.0
29212,34.081,-81.177,28029.0
92651,33.57,-117.774,25186.0
48301,42.542,-83.282,14697.0
33139,25.785,-80.14,38441.0
89147,36.113,-115.279,39478.0
30096,33.974,-84.145,52493.0
25411,39.549,-78.221,10867.0
80461,39.211,-106.346,7621.0
95620,38.393,-121.8,18510.0
45640,39.021,-82.646,15096.0
33141,25.856,-80.135,36545.0
45068,39.525,-84.064,8937.0
28721,35.668,-82.962,8256.0
70544,29.903,-91.692,12061.0
84128,40.709,-112.044,20620.0
92324,34.031,-117.273,52198.0
75840,31.783,-96.094,6622.0
48084,42.561,-83.175,13728.0
15235,40.461,-79.823,39126.0
92618,33.667,-117.732,6297.0
47374,39.832,-84.89,49700.0
77905,28.728,-97.038,14224.0
84003,40.393,-111.8,30441.0
67110,37.473,-97.224,7787.0
25526,38.381,-81.972,19575.0
89101,36.173,-115.123,52617.0
95817,38.551,-121.457,14963.0
11746,40.814,-73.362,62828.0
74955,35.497,-94.758,13605.0
84066,40.355,-110.04,8693.0
27909,36.293,-76.277,34897.0
92880,33.918,-117.618,16990.0
95119,37.233,-121.788,10137.0
31520,31.14,-81.509,21796.0
43215,39.967,-83.013,10178.0
97351,44.882,-123.205,7063.0
65265,39.203,-91.885,15637.0
98023,47.309,-122.362,47572.0
22193,38.643,-77.345,62132.0
91335,34.2,-118.541,68002.0
97302,44.899,-123.076,36633.0
95407,38.394,-122.74,30868.0
64836,37.183,-94.302,21978.0
70128,30.045,-89.951,20556.0
77521,29.802,-94.97,37976.0
20895,39.027,-77.078,18713.0
60130,41.866,-87.818,15688.0
53949,43.783,-89.337,7089.0
84105,40.738,-111.859,22363.0
90805,33.865,-118.18,91663.0
98012,47.841,-122.199,38397.0
60464,41.665,-87.865,9520.0
20170,38.98,-77.381,38114.0
74021,36.383,-95.842,12238.0
43606,41.672,-83.61,28417.0
37777,35.815,-84.05,11148.0
46001,40.251,-85.658,12346.0
24078,36.721,-79.912,7629.0
30315,33.703,-84.383,40288.0
73071,35.238,-97.409,28542.0
28364,34.707,-79.323,13513.0
99352,46.309,-119.304,38753.0
46767,41.467,-85.582,8003.0
18657,41.523,-75.959,12422.0
98002,47.307,-122.215,30815.0
55438,44.827,-93.379,17425.0
33319,26.181,-80.226,43015.0
31636,30.745,-83.089,7948.0
95519,40.965,-124.015,15918.0
98686,45.723,-122.625,13540.0
19465,40.191,-75.684,14027.0
74105,36.097,-95.963,28455.0
97113,45.511,-123.045,12239.0
28352,34.768,-79.454,25162.0
17901,40.688,-76.242,26401.0
60490,41.684,-88.144,9263.0
53713,43.033,-89.395,22951.0
46131,39.471,-86.042,27518.0
92234,33.83,-116.474,43129.0
64112,39.036,-94.595,8567.0
33635,28.026,-82.608,12439.0
34450,28.839,-82.24,10194.0
91208,34.195,-118.239,16909.0
83687,43.612,-116.532,19068.0
31201,32.804,-83.618,10845.0
97068,45.353,-122.669,24894.0
23924,36.816,-78.441,6489.0
30176,33.771,-85.304,6618.0
20120,38.85,-77.47,34372.0
92301,34.668,-117.536,18973.0
47802,39.351,-87.412,31488.0
98404,47.209,-122.412,30679.0
30097,34.026,-84.146,24377.0
72703,36.125,-94.054,25853.0
91730,34.101,-117.579,51969.0
48322,42.538,-83.382,30130.0
37660,36.527,-82.572,40915.0
42303,37.759,-87.046,35321.0
70582,30.156,-91.662,19898.0
29138,34.035,-81.79,10126.0
48202,42.375,-83.078,21870.0
75225,32.865,-96.79,20314.0
53555,43.32,-89.556,7931.0
95073,37.024,-121.946,9807.0
15213,40.443,-79.955,28320.0
95818,38.556,-121.496,21298.0
89408,39.732,-119.049,8646.0
44889,41.249,-82.375,6286.0
12832,43.359,-73.318,7199.0
35205,33.495,-86.807,21158.0
98032,47.391,-122.259,28778.0
53714,43.1,-89.312,16424.0
58316,48.824,-99.777,6481.0
53110,42.946,-87.863,18484.0
95688,38.419,-122.025,32552.0
20904,39.067,-76.979,48901.0
30236,33.522,-84.328,42232.0
95953,39.259,-121.777,8686.0
20659,38.421,-76.731,20992.0
74012,36.056,-95.805,47249.0
20109,38.795,-77.523,29380.0
22406,38.399,-77.544,11574.0
11784,40.869,-73.04,26411.0
27606,35.742,-78.715,43420.0
62896,37.89,-88.918,12949.0
85730,32.168,-110.783,38872.0
17319,40.161,-76.794,9877.0
69101,41.14,-100.796,28379.0
11554,40.72,-73.559,37458.0
77040,29.877,-95.532,39520.0
48824,42.728,-84.481,12650.0
34787,28.45,-81.627,22779.0
41014,39.066,-84.504,7369.0
97702,44.0,-121.289,28915.0
15090,40.626,-80.068,18252.0
94920,37.886,-122.469,13048.0
24151,36.954,-79.865,17760.0
80424,39.473,-106.004,7449.0
20850,39.09,-77.187,33557.0
94947,38.112,-122.634,24724.0
11416,40.685,-73.85,23668.0
87801,33.787,-106.997,10145.0
68005,41.143,-95.894,23517.0
32953,28.457,-80.688,21695.0
78216,29.539,-98.491,37282.0
60123,42.028,-88.376,55201.0
93630,36.727,-120.124,14047.0
60045,42.238,-87.875,22248.0
40033,37.563,-85.243,11779.0
48150,42.372,-83.377,28069.0
92653,33.607,-117.718,48266.0
28128,35.211,-80.155,7604.0
92233,33.144,-115.497,7855.0
44310,41.105,-81.495,23833.0
28056,35.21,-81.127,27584.0
17345,40.078,-76.735,6840.0
45013,39.403,-84.65,49282.0
30060,33.92,-84.543,35980.0
27577,35.49,-78.333,19086.0
93706,36.655,-119.904,35781.0
71295,32.16,-91.697,14529.0
45106,38.947,-84.075,11840.0
63301,38.858,-90.463,46052.0
11421,40.694,-73.859,37664.0
90012,34.066,-118.239,30577.0
22401,38.299,-77.487,19279.0
95605,38.593,-121.54,12747.0
94025,37.45,-122.184,39061.0
36545,31.509,-87.888,8886.0
31093,32.648,-83.657,27710.0
48310,42.565,-83.069,41953.0
44278,41.097,-81.424,17178.0
23452,36.843,-76.093,61108.0
46750,40.871,-85.482,28070.0
19317,39.858,-75.605,8954.0
34105,26.19,-81.765,9952.0
53122,43.048,-88.087,6369.0
28401,34.292,-77.962,21799.0
25704,38.346,-82.513,17019.0
76065,32.47,-96.991,16521.0
70669,30.249,-93.276,10102.0
95010,36.977,-121.953,9657.0
10021,40.77,-73.962,102078.0
70452,30.447,-89.784,10988.0
38375,35.164,-88.587,8924.0
56267,45.584,-95.922,6739.0
75010,33.032,-96.898,13202.0
46142,39.619,-86.18,30945.0
33019,26.027,-80.124,17432.0
33128,25.777,-80.204,7002.0
19803,39.798,-75.546,21055.0
38320,36.052,-88.117,10842.0
53549,42.973,-88.787,10045.0
14031,42.983,-78.614,8769.0
35634,34.924,-87.617,9371.0
23237,37.401,-77.449,20321.0
78201,29.469,-98.529,47387.0
45840,41.024,-83.652,51753.0
85349,32.495,-114.783,12545.0
25271,38.796,-81.694,8101.0
18036,40.508,-75.387,12091.0
49024,42.208,-85.622,28062.0
54729,44.94,-91.393,27881.0
46408,41.544,-87.371,20299.0
48313,42.601,-83.003,33549.0
48235,42.427,-83.195,53353.0
46135,39.655,-86.894,19969.0
18103,40.591,-75.468,59653.0
85019,33.512,-112.143,25587.0
92869,33.793,-117.79,37900.0
11704,40.718,-73.358,40114.0
55441,45.008,-93.425,17398.0
11102,40.773,-73.926,36291.0
21042,39.277,-76.895,35522.0
15207,40.398,-79.937,13203.0
17847,41.003,-76.806,11521.0
46804,41.053,-85.242,25638.0
97601,42.443,-122.077,21828.0
37764,35.972,-83.618,8188.0
32922,28.37,-80.751,15968.0
85208,33.393,-111.644,42055.0
29644,34.668,-82.19,15980.0
17976,40.822,-76.204,7864.0
97403,44.035,-123.051,10265.0
23222,37.583,-77.419,27438.0
95691,38.628,-121.593,19040.0
14845,42.203,-76.839,19892.0
37854,35.887,-84.733,11791.0
98520,46.948,-123.844,21662.0
97209,45.53,-122.685,8107.0
30180,33.717,-84.918,17839.0
11793,40.65,-73.515,32753.0
93654,36.637,-119.422,25906.0
16105,41.057,-80.34,14864.0
45237,39.193,-84.455,23479.0
70818,30.544,-91.052,10127.0
44691,40.806,-81.978,42571.0
78538,26.366,-97.966,7447.0
99202,47.657,-117.379,19801.0
75228,32.825,-96.679,65688.0
72745,36.244,-94.11,9540.0
92071,32.847,-116.998,53502.0
69341,41.721,-103.633,10534.0
72342,34.461,-90.666,7357.0
30038,33.666,-84.14,23693.0
30436,32.155,-82.293,11400.0
19971,38.71,-75.111,10085.0
33477,26.92,-80.077,11903.0
85031,33.496,-112.167,28731.0
40391,37.978,-84.147,32884.0
10580,40.979,-73.693,16737.0
28792,35.383,-82.369,27062.0
21221,39.293,-76.437,42567.0
79703,31.98,-102.132,18582.0
34785,28.843,-82.018,15671.0
29483,33.063,-80.195,48091.0
53029,43.147,-88.341,17837.0
77069,29.987,-95.525,14756.0
80918,38.916,-104.771,49575.0
65806,37.205,-93.299,11073.0
59912,48.536,-114.299,12089.0
21060,39.169,-76.577,27172.0
93433,35.121,-120.618,13099.0
33189,25.568,-80.333,20280.0
49080,42.456,-85.588,14277.0
19801,39.728,-75.544,15484.0
19122,39.978,-75.146,19589.0
78384,27.673,-98.449,10689.0
50312,41.583,-93.677,16309.0
44074,41.285,-82.232,11916.0
48657,43.7,-84.413,8150.0
39074,32.363,-89.467,16111.0
93644,37.649,-119.231,8520.0
84067,41.177,-112.044,34657.0
77093,29.863,-95.341,45908.0
44667,40.836,-81.764,13744.0
62025,38.836,-89.933,29749.0
98338,47.034,-122.277,20694.0
89429,39.393,-119.273,6727.0
32226,30.481,-81.506,8173.0
62278,38.208,-89.986,6812.0
97448,44.211,-123.279,12162.0
45335,39.64,-83.741,6927.0
36022,32.623,-86.406,10052.0
80501,40.17,-105.094,55486.0
48075,42.463,-83.231,22598.0
37167,35.958,-86.536,35093.0
63304,38.709,-90.653,38383.0
93534,34.728,-118.153,35104.0
31410,32.01,-80.981,22148.0
44231,41.303,-81.07,8432.0
53719,43.04,-89.51,18162.0
63703,37.273,-89.548,9561.0
33771,27.907,-82.759,29225.0
53405,42.727,-87.83,25721.0
63863,36.563,-89.968,6955.0
36535,30.385,-87.727,17830.0
66607,39.043,-95.633,10026.0
60564,41.707,-88.195,32206.0
49242,41.886,-84.623,15245.0
22308,38.729,-77.061,12554.0
62839,38.666,-88.498,6834.0
78213,29.521,-98.523,39477.0
60455,41.746,-87.81,16138.0
85302,33.568,-112.177,36732.0
82716,44.515,-105.715,14749.0
28166,35.683,-80.867,6365.0
15005,40.645,-80.175,9569.0
34972,27.469,-80.904,17820.0
18509,41.43,-75.644,13981.0
32754,28.741,-80.935,8972.0
53120,42.796,-88.417,8808.0
20877,39.139,-77.189,30129.0
20748,38.815,-76.933,40035.0
93648,36.622,-119.521,12581.0
55105,44.935,-93.166,27818.0
17046,40.382,-76.43,28287.0
87035,34.96,-105.964,7123.0
84020,40.506,-111.858,25660.0
98003,47.308,-122.316,42255.0
97229,45.551,-122.8,43745.0
90720,33.795,-118.066,21328.0
38852,34.834,-88.219,9115.0
91765,33.992,-117.808,46520.0
27572,36.255,-78.878,6561.0
44662,40.711,-81.558,9497.0
46113,39.636,-86.303,6666.0
95134,37.428,-121.945,9643.0
98604,45.795,-122.498,24572.0
68104,41.295,-96.002,35449.0
78721,30.27,-97.683,10124.0
13778,42.359,-75.759,6389.0
68901,40.579,-98.352,26396.0
23665,37.089,-76.373,14600.0
11797,40.82,-73.472,9005.0
72921,35.477,-94.196,11152.0
49221,41.905,-84.063,41097.0
77868,30.368,-96.039,14773.0
29385,34.973,-82.101,6698.0
85204,33.396,-111.787,63796.0
79927,31.687,-106.177,53573.0
73503,34.683,-98.492,12033.0
30740,34.75,-85.095,6556.0
93722,36.79,-119.93,60879.0
68128,41.182,-96.063,11792.0
44256,41.137,-81.862,51614.0
60031,42.377,-87.942,37461.0
45242,39.243,-84.353,22605.0
93955,36.625,-121.824,38232.0
90016,34.028,-118.354,46968.0
48609,43.398,-84.096,12303.0
55430,45.063,-93.3,21102.0
31411,31.918,-81.019,6958.0
77995,29.2,-97.092,9242.0
33703,27.817,-82.624,25063.0
89120,36.082,-115.096,21711.0
30339,33.872,-84.463,15782.0
49315,42.804,-85.741,13721.0
80132,39.079,-104.945,13758.0
31714,31.72,-83.694,6938.0
46540,41.677,-85.697,10031.0
35620,34.932,-86.989,7425.0
19153,39.894,-75.232,12324.0
28723,35.291,-83.117,8655.0
26726,39.447,-78.923,12610.0
49097,42.101,-85.494,9791.0
60436,41.49,-88.104,16184.0
44090,41.164,-82.233,11168.0
45427,39.755,-84.303,11065.0
39073,32.109,-90.125,17446.0
77060,29.936,-95.398,36306.0
51503,41.243,-95.743,33819.0
95814,38.585,-121.492,16598.0
46123,39.764,-86.403,20595.0
76401,32.284,-98.203,22943.0
20607,38.674,-77.036,7069.0
90680,33.802,-117.995,29679.0
35212,33.546,-86.753,15905.0
86413,35.134,-114.272,7694.0
33467,26.595,-80.201,40914.0
35207,33.568,-86.821,11218.0
36107,32.384,-86.28,9528.0
17963,40.557,-76.396,8920.0
72903,35.349,-94.362,23886.0
48848,42.888,-84.354,7901.0
80304,40.057,-105.292,24298.0
65066,38.331,-91.484,6520.0
21703,39.364,-77.478,26420.0
38703,33.476,-91.053,17989.0
48374,42.473,-83.523,11994.0
31005,32.544,-83.602,9559.0
55009,44.487,-92.863,7832.0
32905,28.03,-80.608,21731.0
75287,32.999,-96.842,45291.0
78617,30.151,-97.607,15227.0
60452,41.605,-87.758,27899.0
60548,41.649,-88.638,11054.0
60641,41.946,-87.747,73824.0
85050,33.705,-111.99,19177.0
35173,33.648,-86.562,18789.0
90815,33.798,-118.117,38892.0
23061,37.436,-76.542,19263.0
13865,42.064,-75.638,6507.0
75462,33.634,-95.482,10464.0
97386,44.36,-122.765,12837.0
97720,43.585,-118.888,6526.0
71302,31.209,-92.399,14599.0
91204,34.136,-118.26,16997.0
49601,44.239,-85.524,20207.0
98021,47.792,-122.205,20391.0
84093,40.594,-111.827,25324.0
38024,36.04,-89.383,28213.0
20018,38.927,-76.972,16991.0
17403,39.922,-76.729,42869.0
16438,41.893,-79.848,8391.0
45661,39.031,-83.115,7120.0
76020,32.893,-97.569,23303.0
64485,39.95,-94.818,7637.0
77418,29.988,-96.284,8907.0
37830,35.971,-84.283,27279.0
91345,34.266,-118.46,17102.0
47303,40.272,-85.378,31032.0
32808,28.579,-81.442,48886.0
61834,40.153,-87.673,7843.0
49306,43.064,-85.52,8008.0
40214,38.152,-85.781,44086.0
29307,34.983,-81.83,20158.0
77587,29.661,-95.23,14821.0
30305,33.837,-84.391,21380.0
31907,32.482,-84.901,56156.0
72360,34.768,-90.78,8029.0
78411,27.73,-97.384,27806.0
39042,32.198,-89.896,29568.0
89030,36.214,-115.122,53794.0
55116,44.911,-93.17,23552.0
61554,40.539,-89.618,43500.0
48211,42.381,-83.046,10886.0
80015,39.624,-104.774,53792.0
14213,42.918,-78.892,26080.0
55454,44.97,-93.244,6772.0
34974,27.15,-80.948,21784.0
12564,41.577,-73.589,6644.0
60651,41.902,-87.74,77583.0
98661,45.64,-122.625,36868.0
76266,33.357,-97.21,10353.0
56156,43.667,-96.241,6332.0
77078,29.846,-95.24,14479.0
79932,31.875,-106.608,16606.0
40210,38.231,-85.787,16273.0
94925,37.924,-122.512,9019.0
54935,43.751,-88.381,47911.0
95330,37.808,-121.308,10819.0
48809,43.075,-85.258,11192.0
44120,41.474,-81.58,47349.0
47542,38.297,-86.967,8949.0
98506,47.099,-122.866,17406.0
23223,37.558,-77.378,43630.0
89436,39.619,-119.672,21528.0
39666,31.295,-90.459,9519.0
33445,26.455,-80.106,28061.0
53214,43.02,-88.013,35584.0
15857,41.455,-78.52,14568.0
50310,41.629,-93.673,31332.0
32640,29.6,-82.06,10523.0
30512,34.863,-83.971,15963.0
84042,40.334,-111.726,8367.0
13045,42.587,-76.189,29174.0
50321,41.533,-93.662,7607.0
27040,36.169,-80.381,9562.0
48840,42.763,-84.379,12100.0
92227,33.039,-115.192,23387.0
32962,27.586,-80.388,20212.0
76903,31.48,-100.436,33572.0
71282,32.382,-91.199,12421.0
75785,31.761,-95.169,10529.0
22153,38.745,-77.238,33177.0
63123,38.549,-90.327,49680.0
29841,33.523,-81.939,30517.0
75063,32.917,-96.985,24454.0
83814,47.691,-116.614,22432.0
10567,41.29,-73.897,17805.0
31206,32.801,-83.694,31283.0
48629,44.306,-84.767,7635.0
75104,32.585,-96.973,32028.0
32221,30.271,-81.844,17927.0
91710,33.991,-117.663,75314.0
70392,29.699,-91.329,7078.0
29108,34.306,-81.627,19804.0
15063,40.191,-79.922,12275.0
65809,37.168,-93.194,9501.0
49333,42.699,-85.462,9320.0
38105,35.151,-90.034,8976.0
66049,38.989,-95.349,20338.0
12538,41.792,-73.893,12653.0
92570,33.787,-117.321,36802.0
38382,35.968,-88.984,9866.0
43119,39.919,-83.196,21695.0
28551,35.317,-77.771,12329.0
29575,33.635,-79.023,29505.0
72150,34.308,-92.391,10979.0
28405,34.263,-77.866,24968.0
53551,43.081,-88.919,7217.0
21075,39.208,-76.751,19449.0
91361,34.131,-118.895,18724.0
91304,34.224,-118.633,49226.0
98445,47.143,-122.411,22412.0
25840,38.05,-81.114,6651.0
53218,43.115,-87.992,40513.0
18944,40.396,-75.231,21214.0
95005,37.079,-122.09,6394.0
11214,40.599,-73.996,83546.0
62233,37.934,-89.825,6558.0
45891,40.874,-84.577,15559.0
76111,32.778,-97.3,20503.0
48214,42.367,-82.987,32845.0
10801,40.918,-73.785,36322.0
97031,45.629,-121.564,16641.0
30809,33.556,-82.17,25440.0
89005,35.928,-114.811,15075.0
44721,40.892,-81.329,11898.0
74074,36.079,-97.064,26010.0
14218,42.818,-78.825,20203.0
94904,37.947,-122.564,11999.0
92882,33.819,-117.6,60281.0
34480,29.111,-82.098,10124.0
19530,40.539,-75.782,14539.0
94542,37.657,-122.048,11145.0
60018,42.005,-87.901,29950.0
65201,38.901,-92.238,34547.0
84025,40.981,-111.877,12270.0
28443,34.445,-77.676,11594.0
77477,29.626,-95.566,27677.0
37115,36.254,-86.699,35192.0
85024,33.684,-112.025,19324.0
53562,43.121,-89.531,19417.0
44425,41.173,-80.574,15924.0
95380,37.474,-120.876,40541.0
16066,40.71,-80.106,23625.0
30134,33.768,-84.78,31836.0
48195,42.205,-83.207,30136.0
46323,41.589,-87.454,23624.0
84115,40.714,-111.893,24380.0
78242,29.35,-98.615,28786.0
15001,40.596,-80.324,34619.0
27591,35.786,-78.383,15339.0
14901,42.088,-76.747,17845.0
63112,38.658,-90.283,22678.0
53209,43.129,-87.944,49019.0
45409,39.724,-84.187,14431.0
11415,40.708,-73.828,20956.0
87901,33.136,-107.065,7887.0
32208,30.393,-81.686,33667.0
44314,41.04,-81.559,20395.0
19087,40.062,-75.4,30892.0
30327,33.87,-84.417,21003.0
90302,33.975,-118.355,30770.0
19380,39.99,-75.604,46948.0
49712,45.202,-85.008,7971.0
23707,36.838,-76.341,14867.0
21904,39.615,-76.068,6680.0
70127,30.024,-89.975,31635.0
98466,47.223,-122.543,24598.0
55125,44.918,-92.938,40093.0
44224,41.178,-81.435,36027.0
87002,34.594,-106.656,20673.0
15627,40.361,-79.296,7203.0
98273,48.403,-122.376,25217.0
49837,45.867,-87.077,9655.0
64089,39.387,-94.564,7928.0
70435,30.564,-90.084,10763.0
79714,32.32,-102.627,12985.0
70767,30.481,-91.331,14174.0
92115,32.763,-117.072,56883.0
92804,33.818,-117.974,81317.0
18510,41.407,-75.639,13690.0
46254,39.847,-86.264,34845.0
97838,45.858,-119.262,22118.0
14219,42.79,-78.826,13050.0
24224,36.866,-82.285,6828.0
63040,38.571,-90.626,8300.0
87108,35.072,-106.579,37711.0
98001,47.313,-122.268,25771.0
79924,31.902,-106.414,57046.0
68111,41.295,-95.965,26098.0
62040,38.724,-90.115,46104.0
77096,29.674,-95.478,33987.0
84120,40.697,-112.001,44979.0
48314,42.612,-83.053,16718.0
27850,36.412,-77.88,7373.0
28638,35.848,-81.475,12125.0
26181,39.204,-81.66,6610.0
11565,40.675,-73.672,9140.0
39531,30.404,-88.966,20343.0
90802,33.753,-118.211,38419.0
78724,30.297,-97.618,15428.0
63935,36.676,-90.921,9661.0
37748,35.946,-84.516,18283.0
89423,38.997,-119.735,8267.0
68504,40.859,-96.655,14373.0
98053,47.655,-122.026,31203.0
54451,45.177,-90.385,11128.0
11230,40.622,-73.965,88933.0
47711,38.015,-87.537,28472.0
15042,40.687,-80.203,7752.0
30019,33.978,-83.88,19703.0
63110,38.624,-90.265,20163.0
30084,33.86,-84.215,32411.0
75057,33.051,-96.975,12012.0
99337,46.095,-119.085,25215.0
29812,33.223,-81.464,11991.0
46410,41.48,-87.333,32841.0
15025,40.292,-79.927,17341.0
18328,41.227,-75.011,6736.0
47446,38.733,-86.512,10411.0
17020,40.414,-77.042,8703.0
15221,40.434,-79.864,36387.0
63077,38.323,-90.989,11071.0
49720,45.28,-85.245,9480.0
21502,39.648,-78.753,44053.0
11232,40.656,-74.007,27723.0
48198,42.274,-83.586,38746.0
57783,44.466,-103.893,13059.0
80010,39.739,-104.859,43236.0
49337,43.434,-85.694,12118.0
18643,41.366,-75.836,13617.0
94806,37.98,-122.343,55719.0
81201,38.563,-106.1,8710.0
