ZIP,LAT,LON,POP_TOT
95301,37.321,-120.656,27794.0
52601,40.84,-91.14,30847.0
29651,35.009,-82.288,33280.0
97381,44.939,-122.721,13216.0
60657,41.939,-87.657,66789.0
95060,36.993,-122.099,43172.0
12834,43.089,-73.501,6678.0
78552,26.198,-97.761,29965.0
75038,32.875,-96.997,25317.0
38126,35.127,-90.042,8104.0
33549,28.154,-82.476,44672.0
29045,34.185,-80.806,13694.0
32796,28.583,-80.905,20485.0
57110,43.545,-96.643,8440.0
41042,38.987,-84.647,41466.0
14057,42.641,-78.879,8276.0
38701,33.309,-91.014,30039.0
33782,27.859,-82.715,19527.0
39520,30.27,-89.48,17277.0
43952,40.407,-80.663,21074.0
82001,41.097,-104.978,34767.0
12078,43.134,-74.34,23853.0
60544,41.61,-88.218,44284.0
44039,41.388,-82.016,22074.0
77016,29.863,-95.299,29753.0
17038,40.457,-76.563,6517.0
37412,34.997,-85.229,20574.0
36610,30.738,-88.074,19717.0
15204,40.456,-80.064,9502.0
55302,45.233,-94.121,6579.0
45042,39.556,-84.441,27374.0
76148,32.866,-97.25,24700.0
27713,35.898,-78.926,30903.0
75442,33.176,-96.346,7431.0
66002,39.539,-95.138,13305.0
84088,40.592,-111.997,39042.0
70062,29.992,-90.258,18539.0
52761,41.437,-91.048,30286.0
86326,34.745,-112.002,20459.0
28115,35.585,-80.779,24930.0
16803,40.797,-77.915,19787.0
45015,39.371,-84.546,12593.0
22079,38.676,-77.204,19607.0
79201,34.386,-100.33,7682.0
45204,39.098,-84.569,7596.0
83805,48.818,-116.657,6436.0
39095,33.126,-90.091,7914.0
43567,41.58,-84.161,12831.0
38125,35.027,-89.79,23829.0
19073,39.979,-75.435,16203.0
60505,41.76,-88.291,56971.0
32068,30.09,-81.876,36795.0
67207,37.668,-97.223,22702.0
75604,32.514,-94.828,27346.0
60406,41.656,-87.684,25370.0
76310,33.818,-98.519,14677.0
11210,40.628,-73.946,62308.0
74434,35.805,-95.205,8430.0
48180,42.225,-83.268,65868.0
53205,43.053,-87.934,10875.0
44511,41.069,-80.697,23411.0
59901,48.194,-114.353,39274.0
92648,33.68,-118.016,42645.0
28791,35.356,-82.516,12430.0
98116,47.574,-122.394,20826.0
77345,30.058,-95.161,22622.0
19081,39.898,-75.348,9907.0
70526,30.21,-92.385,20133.0
19008,39.974,-75.361,20386.0
96080,40.187,-122.388,26426.0
24343,36.77,-80.691,8698.0
60631,41.995,-87.813,28832.0
81505,39.214,-108.588,7255.0
19125,39.977,-75.125,23646.0
95405,38.44,-122.669,22247.0
60481,41.285,-88.114,11346.0
33952,26.991,-82.096,30543.0
91770,34.065,-118.083,61605.0
79830,29.932,-103.526,7163.0
45506,39.9,-83.842,15704.0
90056,33.988,-118.37,8108.0
28590,35.519,-77.409,13365.0
73072,35.2,-97.501,38162.0
47371,40.419,-84.963,12527.0
95117,37.311,-121.962,29903.0
85602,32.155,-110.323,8879.0
43460,41.603,-83.561,6419.0
93703,36.769,-119.763,31168.0
55008,45.569,-93.277,12310.0
32266,30.318,-81.412,7235.0
20906,39.092,-77.059,61097.0
85233,33.353,-111.81,37909.0
78521,25.936,-97.347,84485.0
53085,43.735,-87.848,10370.0
39652,31.111,-90.478,7942.0
91103,34.167,-118.165,27887.0
79103,35.164,-101.804,9966.0
11716,40.777,-73.135,10360.0
93268,35.185,-119.403,14926.0
34145,25.944,-81.722,15213.0
38821,33.978,-88.43,12647.0
77802,30.661,-96.316,20721.0
85028,33.582,-112.005,20565.0
85242,33.198,-111.597,13273.0
29691,34.783,-83.083,11041.0
78723,30.305,-97.683,30110.0
89701,39.13,-119.725,26779.0
12590,41.593,-73.887,33523.0
71232,32.423,-91.502,6954.0
23824,37.086,-77.972,7081.0
85203,33.448,-111.804,36996.0
44053,41.43,-82.216,17193.0
92131,32.893,-117.087,29279.0
21219,39.231,-76.445,9178.0
45246,39.29,-84.464,14342.0
48219,42.425,-83.251,59447.0
31315,31.887,-81.602,9419.0
54487,45.478,-89.798,10055.0
95521,40.84,-124.004,19585.0
34275,27.152,-82.43,15005.0
68506,40.784,-96.64,27268.0
92679,33.631,-117.567,32267.0
54703,44.836,-91.519,39635.0
35064,33.476,-86.927,12879.0
70633,30.413,-93.391,7603.0
39194,32.829,-90.513,21030.0
60475,41.472,-87.629,9180.0
73122,35.52,-97.613,13413.0
48207,42.349,-83.019,25614.0
33028,26.021,-80.34,22132.0
71129,32.393,-93.927,12219.0
33311,26.144,-80.173,65469.0
61401,40.949,-90.384,36568.0
85308,33.664,-112.183,65274.0
95386,37.67,-120.627,8303.0
13219,43.041,-76.224,15700.0
14623,43.087,-77.642,27387.0
98531,46.736,-122.946,21842.0
40359,38.485,-84.819,6869.0
73139,35.386,-97.526,16292.0
10566,41.288,-73.918,22441.0
85003,33.45,-112.078,9252.0
20124,38.783,-77.388,14863.0
74631,36.793,-97.305,8378.0
65240,39.224,-92.129,7057.0
98052,47.681,-122.121,50249.0
40422,37.632,-84.833,23172.0
74008,35.923,-95.877,15475.0
53223,43.161,-87.988,29822.0
29708,35.043,-80.98,10645.0
33184,25.76,-80.405,19855.0
24210,36.769,-82.028,14723.0
89118,36.075,-115.214,16471.0
76067,32.802,-98.136,22018.0
31061,33.059,-83.222,39231.0
32258,30.145,-81.562,12603.0
30529,34.215,-83.484,9111.0
43701,39.958,-81.991,55692.0
29666,34.113,-81.98,6376.0
92310,35.349,-116.77,9460.0
38261,36.429,-89.103,16998.0
60048,42.295,-87.951,28562.0
48017,42.537,-83.15,12906.0
38004,35.433,-89.815,11724.0
78065,29.078,-98.651,8857.0
33063,26.252,-80.21,50993.0
72740,36.105,-93.684,8029.0
17842,40.803,-77.049,7642.0
41701,37.31,-83.189,17184.0
95127,37.375,-121.796,60609.0
92649,33.722,-118.043,32292.0
71322,30.858,-92.162,7593.0
84058,40.279,-111.727,28251.0
48184,42.272,-83.396,19121.0
19438,40.269,-75.391,20938.0
91201,34.171,-118.289,23978.0
48059,43.082,-82.503,14772.0
38340,35.401,-88.683,11752.0
61115,42.361,-89.034,20431.0
38134,35.175,-89.86,41765.0
75002,33.086,-96.611,37216.0
10314,40.599,-74.163,84821.0
48462,42.849,-83.422,13138.0
93720,36.879,-119.765,45075.0
98815,47.518,-120.486,7778.0
94539,37.517,-121.899,46910.0
76574,30.589,-97.393,16153.0
78550,26.255,-97.672,51087.0
10460,40.843,-73.88,53707.0
45322,39.895,-84.329,20359.0
90277,33.83,-118.385,34174.0
16901,41.732,-77.339,10178.0
29054,33.938,-81.379,7770.0
78155,29.543,-97.937,39843.0
98036,47.81,-122.28,33705.0
94588,37.685,-121.912,28557.0
14428,43.077,-77.873,7539.0
45680,38.444,-82.557,13150.0
46970,40.759,-86.062,25373.0
37604,36.293,-82.384,31569.0
53404,42.754,-87.811,16949.0
79922,31.82,-106.58,8871.0
54452,45.221,-89.715,19389.0
75070,33.23,-96.684,34637.0
89122,36.108,-115.044,25795.0
48178,42.441,-83.662,23442.0
34240,27.365,-82.318,6757.0
53916,43.422,-88.912,20943.0
17601,40.074,-76.315,45546.0
29556,33.665,-79.726,14059.0
76208,33.209,-97.065,10929.0
70810,30.332,-91.091,29907.0
67502,38.125,-97.938,23059.0
45663,38.736,-83.11,6992.0
24592,36.679,-78.971,14312.0
31024,33.323,-83.377,17747.0
11771,40.866,-73.526,9550.0
32601,29.649,-82.325,17033.0
30531,34.508,-83.587,10194.0
95032,37.233,-121.947,24427.0
36093,32.495,-86.134,6662.0
14047,42.687,-78.987,6833.0
68147,41.173,-95.96,9667.0
48138,42.133,-83.153,10894.0
91367,34.178,-118.616,36106.0
46226,39.839,-86.049,44865.0
84075,41.086,-112.069,10405.0
36541,30.49,-88.344,13042.0
79930,31.811,-106.471,28305.0
93960,36.414,-121.361,13001.0
10030,40.818,-73.943,25847.0
79762,31.899,-102.331,36008.0
42701,37.698,-85.839,38367.0
48503,42.999,-83.71,29011.0
15931,40.508,-78.769,9667.0
70471,30.394,-90.109,19950.0
75861,31.86,-95.907,9151.0
67460,38.384,-97.69,15987.0
82601,42.995,-106.292,23230.0
75051,32.727,-96.999,31299.0
78577,26.145,-98.194,47591.0
90242,33.922,-118.141,42444.0
21532,39.656,-78.961,14601.0
17821,40.989,-76.644,18622.0
32903,28.109,-80.578,12792.0
53074,43.428,-87.881,12238.0
74133,36.039,-95.877,37778.0
43725,40.039,-81.608,20987.0
15021,40.389,-80.442,7824.0
90304,33.937,-118.36,28679.0
86004,35.275,-111.369,35212.0
21015,39.544,-76.292,23744.0
27608,35.81,-78.649,10116.0
95358,37.613,-121.109,30665.0
75216,32.711,-96.786,49681.0
69361,42.106,-103.555,17626.0
85219,33.406,-111.265,24157.0
32209,30.361,-81.696,39653.0
46069,40.139,-86.23,6681.0
98841,48.38,-119.289,8927.0
48836,42.669,-84.077,11689.0
32839,28.49,-81.406,40457.0
78363,27.444,-97.866,29917.0
71263,32.873,-91.426,8521.0
91311,34.294,-118.604,35317.0
46808,41.098,-85.177,19016.0
56470,47.027,-95.099,9610.0
97301,44.918,-122.913,53057.0
79109,35.164,-101.889,46005.0
37215,36.081,-86.833,22112.0
86327,34.579,-112.128,6668.0
43935,40.128,-80.755,9430.0
14420,43.214,-77.938,19307.0
45416,39.807,-84.255,6408.0
33830,27.876,-81.811,25723.0
64601,39.805,-93.579,11762.0
82007,41.083,-104.707,15840.0
44129,41.392,-81.734,29658.0
55077,44.808,-93.063,10590.0
90024,34.066,-118.435,44141.0
74104,36.146,-95.954,14050.0
55812,46.812,-92.074,10085.0
82070,41.258,-105.834,16376.0
35217,33.609,-86.76,15540.0
42164,36.783,-86.196,14502.0
27609,35.844,-78.634,32820.0
72837,35.533,-93.112,7155.0
77565,29.52,-95.03,6389.0
74948,35.468,-94.569,11474.0
33713,27.789,-82.678,31273.0
32821,28.37,-81.473,13930.0
40965,36.653,-83.693,14002.0
94520,38.014,-122.039,36174.0
71220,32.865,-91.909,26401.0
76135,32.856,-97.505,14989.0
93250,35.667,-119.187,10780.0
33981,26.876,-82.211,7225.0
97124,45.57,-122.95,38339.0
80204,39.735,-105.023,32789.0
23435,36.832,-76.471,15089.0
54982,44.07,-89.293,6974.0
82301,42.0,-107.378,9873.0
53142,42.518,-87.983,28174.0
76110,32.708,-97.338,32742.0
32119,29.147,-81.028,39860.0
60450,41.368,-88.43,19114.0
36606,30.67,-88.106,19007.0
53704,43.137,-89.337,43176.0
49512,42.883,-85.528,11195.0
80302,40.034,-105.4,29795.0
97914,44.173,-116.987,19227.0
66103,39.061,-94.626,14497.0
15748,40.521,-79.095,7073.0
45014,39.33,-84.549,43348.0
14127,42.754,-78.745,27762.0
11735,40.734,-73.429,32159.0
84737,37.098,-113.164,12473.0
15206,40.471,-79.914,32482.0
40031,38.431,-85.401,18383.0
79701,31.992,-102.079,24981.0
62626,39.283,-89.878,8566.0
46222,39.791,-86.214,36364.0
76022,32.831,-97.144,14038.0
32127,29.107,-80.983,30272.0
21214,39.352,-76.564,21285.0
48895,42.689,-84.28,11145.0
93465,35.536,-120.739,7901.0
77539,29.459,-95.023,26851.0
65708,36.905,-93.905,11325.0
63017,38.648,-90.536,42716.0
15009,40.698,-80.365,15126.0
80002,39.795,-105.105,15934.0
78217,29.538,-98.415,32502.0
43605,41.653,-83.505,32068.0
95630,38.673,-121.147,51849.0
30034,33.691,-84.249,44917.0
62363,39.59,-90.77,6332.0
75203,32.745,-96.801,19492.0
48422,43.261,-82.654,6346.0
92663,33.623,-117.927,22123.0
34238,27.232,-82.469,14042.0
45248,39.166,-84.658,22315.0
51401,42.068,-94.869,12288.0
74429,35.937,-95.618,10445.0
91207,34.182,-118.263,9852.0
48327,42.637,-83.41,21250.0
19425,40.098,-75.633,7520.0
35244,33.353,-86.825,26955.0
70444,30.909,-90.471,9809.0
43912,40.094,-80.788,6760.0
98926,47.018,-120.476,24800.0
74017,36.343,-95.586,38719.0
61071,41.725,-89.699,14862.0
64108,39.085,-94.586,6785.0
77547,29.736,-95.238,9494.0
30291,33.579,-84.543,12255.0
28040,35.373,-81.756,6452.0
84319,41.607,-111.729,6753.0
70003,30.001,-90.21,43455.0
67219,37.771,-97.319,10538.0
59715,45.82,-110.921,30043.0
94803,37.964,-122.288,25392.0
76108,32.787,-97.524,26423.0
46755,41.449,-85.275,15124.0
38843,34.262,-88.376,11644.0
84050,41.014,-111.686,6995.0
60417,41.428,-87.586,15780.0
94070,37.498,-122.267,28079.0
34690,28.194,-82.726,13007.0
44125,41.406,-81.609,29876.0
72904,35.412,-94.387,20233.0
80921,38.993,-104.967,8255.0
92111,32.806,-117.169,46821.0
39581,30.375,-88.596,12403.0
95437,39.456,-123.684,14410.0
46064,39.986,-85.753,11751.0
77081,29.712,-95.481,49691.0
71603,34.13,-92.085,35771.0
55108,44.98,-93.175,15914.0
25071,38.461,-81.467,11600.0
34761,28.573,-81.531,27815.0
19021,40.091,-74.894,10129.0
28120,35.329,-81.026,15595.0
32216,30.282,-81.584,29483.0
83716,43.455,-115.826,10624.0
80235,39.65,-105.088,7071.0
45805,40.728,-84.165,23285.0
60304,41.873,-87.789,17839.0
46567,41.416,-85.732,9727.0
37367,35.64,-85.212,9880.0
90034,34.031,-118.4,58199.0
75751,32.176,-95.857,21996.0
87102,35.082,-106.646,22349.0
17931,40.79,-76.201,8631.0
86047,35.176,-110.585,14191.0
32465,29.994,-85.204,6475.0
47172,38.4,-85.774,11921.0
45002,39.199,-84.75,11930.0
19611,40.325,-75.943,9999.0
72211,34.746,-92.414,15538.0
92808,33.85,-117.727,19612.0
48160,42.082,-83.68,12827.0
32134,29.377,-81.871,7950.0
46403,41.608,-87.239,14844.0
46041,40.306,-86.496,24929.0
20011,38.953,-77.023,57444.0
33770,27.915,-82.804,24394.0
76054,32.857,-97.179,11686.0
77017,29.693,-95.252,32823.0
55901,44.072,-92.508,42221.0
98029,47.578,-122.014,28427.0
13104,42.963,-75.948,14414.0
78520,25.961,-97.549,48601.0
48917,42.725,-84.64,31366.0
27306,35.225,-79.98,6292.0
39069,31.694,-91.045,6501.0
77469,29.563,-95.727,44646.0
29630,34.739,-82.799,11879.0
15219,40.443,-79.98,19204.0
37411,35.026,-85.23,17778.0
97501,42.292,-122.905,37052.0
78729,30.457,-97.756,24561.0
98058,47.439,-122.123,37481.0
75069,33.201,-96.571,28347.0
80904,38.856,-104.879,19652.0
62526,39.902,-88.976,36440.0
48101,42.261,-83.21,29587.0
28630,35.827,-81.422,17116.0
85035,33.471,-112.195,44664.0
14228,43.044,-78.777,19713.0
75951,30.928,-94.044,17169.0
75068,33.19,-96.946,7766.0
53128,42.527,-88.336,6740.0
10941,41.492,-74.344,13118.0
46952,40.599,-85.629,21405.0
21403,38.945,-76.489,29607.0
47130,38.335,-85.7,38774.0
12206,42.673,-73.781,16291.0
13413,43.062,-75.276,15871.0
10456,40.831,-73.908,76656.0
45458,39.601,-84.157,25580.0
68134,41.293,-96.052,28018.0
70125,29.952,-90.104,23887.0
13905,42.174,-75.936,27506.0
73109,35.433,-97.525,19453.0
84414,41.32,-111.925,20891.0
19040,40.177,-75.106,20467.0
38127,35.258,-90.049,51145.0
60187,41.852,-88.11,61481.0
17552,40.107,-76.511,14224.0
70458,30.262,-89.791,32837.0
71006,32.726,-93.643,9658.0
90621,33.874,-117.993,33525.0
63031,38.811,-90.348,50013.0
93219,35.858,-119.306,9303.0
37879,36.499,-83.451,9771.0
20902,39.045,-77.039,42503.0
76711,31.514,-97.153,8619.0
20191,38.935,-77.352,28881.0
43146,39.774,-83.137,13280.0
20794,39.149,-76.782,15797.0
32408,30.159,-85.763,12771.0
19070,39.906,-75.325,7257.0
98372,47.211,-122.276,20928.0
15220,40.418,-80.05,19693.0
97520,42.169,-122.512,23871.0
20121,38.811,-77.463,26043.0
28753,35.864,-82.713,10169.0
48341,42.627,-83.292,19425.0
78704,30.243,-97.766,43249.0
89104,36.151,-115.109,39779.0
24112,36.722,-79.849,34817.0
29554,33.703,-79.392,10278.0
83616,43.776,-116.395,15111.0
55024,44.629,-93.138,21125.0
78624,30.296,-98.87,18151.0
48126,42.329,-83.187,46535.0
22554,38.436,-77.427,56759.0
97426,43.911,-123.043,7532.0
32809,28.459,-81.393,22676.0
30506,34.365,-83.884,31610.0
14450,43.088,-77.416,40748.0
33142,25.811,-80.239,53398.0
35660,34.758,-87.696,9478.0
75080,32.973,-96.741,43285.0
34231,27.267,-82.522,31885.0
10598,41.287,-73.799,29368.0
80538,40.462,-105.17,35217.0
31537,30.882,-82.116,8804.0
23523,36.831,-76.271,7454.0
32312,30.595,-84.251,28450.0
35769,34.6,-86.076,9232.0
79838,31.483,-106.155,8408.0
60047,42.2,-88.048,38168.0
78073,29.242,-98.618,7106.0
14222,42.919,-78.877,14365.0
17972,40.592,-76.206,11014.0
39365,32.604,-89.13,7944.0
35071,33.695,-86.848,13484.0
33009,25.987,-80.149,34504.0
85022,33.624,-112.05,44673.0
61342,41.539,-89.084,9221.0
34428,28.957,-82.618,9294.0
49801,46.013,-87.866,12401.0
98005,47.619,-122.169,17089.0
29061,33.91,-80.842,13025.0
11580,40.675,-73.702,37759.0
39470,30.823,-89.569,11262.0
23320,36.753,-76.216,44439.0
90640,34.015,-118.11,62416.0
19426,40.191,-75.437,30866.0
38834,34.917,-88.572,26744.0
28203,35.208,-80.859,10162.0
11228,40.617,-74.013,41172.0
37861,36.241,-83.514,7123.0
38574,36.144,-85.229,7432.0
48081,42.495,-82.903,22323.0
80206,39.731,-104.953,20372.0
44077,41.698,-81.21,50412.0
24740,37.374,-81.006,30375.0
45503,39.964,-83.772,33322.0
60016,42.05,-87.895,58611.0
35630,34.827,-87.665,30907.0
95367,37.735,-120.954,16514.0
75783,32.817,-95.42,6566.0
84121,40.613,-111.664,42954.0
20747,38.853,-76.883,39920.0
48604,43.5,-83.969,11835.0
30662,34.267,-83.154,8122.0
95820,38.535,-121.444,37021.0
94519,37.99,-122.012,18643.0
30215,33.392,-84.456,26555.0
20015,38.967,-77.058,15824.0
98014,47.659,-121.893,6894.0
